DISTNAME,DISTRICT,DZCNTYNM,REGION,DZRATING,DZCAMPUS,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETLEPP,DPETSPEP,DPETBILP,DPETVOCP,DPETGIFP,DA0AT18R,DA0912DR18R,DAGC4X18R,DAGC5X17R,DAGC6X16R,DA0GR18N,DA0GS18N,DDA00A001S19R,DDA00A001219R,DDA00A001319R,DDA00AR01S19R,DDA00AR01219R,DDA00AR01319R,DDA00AW01S19R,DDA00AW01219R,DDA00AW01319R,DDA00AM01S19R,DDA00AM01219R,DDA00AM01319R,DDA00AC01S19R,DDA00AC01219R,DDA00AC01319R,DDA00AS01S19R,DDA00AS01219R,DDA00AS01319R,DDB00A001S19R,DDB00A001219R,DDB00A001319R,DDH00A001S19R,DDH00A001219R,DDH00A001319R,DDW00A001S19R,DDW00A001219R,DDW00A001319R,DDI00A001S19R,DDI00A001219R,DDI00A001319R,DD300A001S19R,DD300A001219R,DD300A001319R,DD400A001S19R,DD400A001219R,DD400A001319R,DD200A001S19R,DD200A001219R,DD200A001319R,DDE00A001S19R,DDE00A001219R,DDE00A001319R,DA0CT18R,DA0CC18R,DA0CSA18R,DA0CAA18R,DPSATOFC,DPSTTOFC,DPSCTOFP,DPSSTOFP,DPSUTOFP,DPSTTOFP,DPSETOFP,DPSXTOFP,DPSCTOSA,DPSSTOSA,DPSUTOSA,DPSTTOSA,DPSAMIFP,DPSAKIDR,DPSTKIDR,DPST05FP,DPSTEXPA,DPSTADFP,DPSTURNR,DPSTBLFP,DPSTHIFP,DPSTWHFP,DPSTO2FP,DPSTREFP,DPSTSPFP,DPSTCOFP,DPSTBIFP,DPSTVOFP,DPSTGOFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRAOPRT,DPFRASTAP,DZRVLOCP,DPFRAFEDP,DPFRAORVT,DPFUNAB1T,DPFUNA4T,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAHSAP,DPFPREKP,DPFPAOTHP,DISTSIZE,COMMTYPE,PROPWLTH,TAXRATE
PIONEER TECHNOLOGY & ARTS ACADEMY,057850,057 DALLAS,10,A,3,618,11.5,51.3,31.4,0.5,1.6,0.2,3.6,59.9,20.4,5,20.6,12.8,17.2,95.5,0.0,.,.,.,.,.,94,61,24,93,63,28,91,60,13,96,61,23,95,64,26,87,47,18,93,58,22,92,57,19,97,68,33,100,100,29,95,75,40,.,.,.,98,69,27,93,59,21,.,.,.,.,66,51.3,3,4.5,3,77.8,4,7.6,62000,60833,60000,40788,28.5,9.4,12,63.9,6.7,24.8,30.8,5.8,11.7,71.2,11.3,100,0,0,0,0,0,0,0,3554022,12298,3554022,80.7,3,16.4,0,0,58120,3291838,3281879,11356,46,11.3,3.1,30.3,9.4,1509137,5222,45.7,1.8,3,0.4,0,0,0,0,0,49.2,500 to 999,Charters,Non-taxing entities,Non-taxing entities
BRIDGEWAY PREPARATORY ACADEMY,057851,057 DALLAS,10,Not Rated,1,23,26.1,26.1,17.4,0,21.7,0,8.7,30.4,21.7,30.4,21.7,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6,3,15.2,9.7,2.6,49.5,23,0,27069,30289,53435,37144,57.2,3.8,7.7,100,0.0,18.3,.,12.9,0,81.2,5.9,79.9,18.3,1.8,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Under 500,Charters,Non-taxing entities,Non-taxing entities
CARROLLTON-FARMERS BRANCH ISD,057903,057 DALLAS,10,B,39,25525,16.7,55.5,12.7,0.3,11.8,0.1,2.8,65.4,30.3,12,31.5,20.5,7.5,95,0.9,95.7,97.4,96.8,1637,1421,76,47,22,71,44,18,65,37,14,82,51,27,79,51,22,79,53,30,66,35,13,73,42,17,88,67,37,74,50,25,91,75,50,89,61,22,87,59,29,71,40,16,59.5,48.7,1080,20.7,3321.6,1710.7,1.4,2.9,12.2,51.5,7.4,24.7,95311,90485,68121,58632,45.3,7.7,14.9,42.8,9.6,28.4,18.1,9,19.5,63.9,7.6,60.4,9.9,4.6,10.8,2.2,12.2,647646,1.381,346930277,13751,305169283,9.4,81.1,9.4,41760994,86148922,0,299540007,252222146,9997,58.4,6.1,6.3,9.9,19.3,147321190,5839,40.1,15.2,7.7,1.2,2.4,7.2,0.9,1.1,1,23.2,"25,000 to 49,999",Major Suburban,"$639,298 to < $741,925",$1.3050 to under $1.4272
CEDAR HILL ISD,057904,057 DALLAS,10,B,13,7779,66.2,25,3.7,0.2,1.1,0.1,3.6,67.3,7.5,8.2,7.8,28.9,4.7,95.7,1.1,95.2,93.9,94,603,522,73,42,17,72,41,15,63,34,11,76,42,19,78,45,18,77,50,25,71,39,15,78,48,21,78,56,28,81,41,11,88,67,44,100,79,36,78,50,23,70,37,15,71.3,26.3,1004,19.2,917.5,470.3,2.5,3.6,10.7,51.3,8.7,23.3,103273,82098,69270,57253,71.7,8.5,16.5,43,8.8,34.3,21,57.3,9.2,30.1,3.4,65.6,6.9,4.1,4.6,7,11.8,369930,1.516,87712760,11159,71748144,39.7,49.3,11,15964616,15689647,0,87252657,72602237,9237,57.2,6.1,6.1,12.1,18.4,41533125,5284,46.6,9,9.4,0.3,3.4,0.7,2.1,1.2,0,27.4,"5,000 to 9,999",Major Suburban,"$355,684 to < $378,489",$1.4272 and over
DALLAS ISD,057905,057 DALLAS,10,B,232,155030,22,69.6,5.6,0.5,1.3,0.1,0.8,86.2,44.7,8.8,42.8,23.6,15,95.3,2.9,87.3,91.2,91.8,8085,6687,73,44,20,68,41,16,63,35,13,80,49,24,76,45,19,78,50,27,64,33,12,75,45,20,88,71,46,72,43,18,82,63,39,85,62,33,79,56,31,71,41,17,100,18.7,929,16.7,20427.2,10000.9,1.1,4.7,10.4,49,9.5,25.4,96338,76687,71640,58012,77.2,7.6,15.5,45.9,9.9,26.6,19.1,34.1,30.8,29.1,6,75,10.3,0,4,3.7,7.1,639301,1.282,1964829631,12537,1655260768,12.5,69.1,18.5,309568863,251241835,0,2073413127,1598840768,10202,55.1,7.1,5.9,9.9,22.1,881013627,5621,44.8,10.5,12.2,3,2.2,0.5,1.2,1.1,0.6,23.9,"50,000 and over",Major Urban,"$639,298 to < $741,925",$1.1701 to under $1.3050
DESOTO ISD,057906,057 DALLAS,10,C,16,9390,75.2,19.6,2.1,0.2,0.3,0,2.6,74.9,7.1,9.3,8.1,30.4,7.5,95.2,1.5,90.9,90.9,89.5,801,668,67,34,11,65,35,11,56,25,6,71,33,11,70,35,9,67,38,17,66,33,10,70,37,13,61,36,19,65,41,6,76,70,37,-1,-1,-1,69,39,15,65,31,10,92.4,12.4,900,17.3,1238.2,669.1,1.2,3.2,12.8,54,9.8,19,98152,77227,64055,55150,82.3,7.6,14,44,9.6,41.7,26.3,70.1,7.5,19.2,3.3,72.4,9.3,0,6.3,6.2,5.8,256911,1.49,112777648,11687,101761136,50.1,34.3,15.7,11016512,13201816,0,152328235,104237030,10802,52.4,10.6,5.6,8.6,22.7,54634951,5662,44,10.3,7.6,0.3,3.6,0.6,1.9,0.7,3.1,28,"5,000 to 9,999",Major Suburban,"$250,173 to < $272,534",$1.4272 and over
DUNCANVILLE ISD,057907,057 DALLAS,10,B,19,12674,39.6,53.5,3.3,0.4,1.2,0.1,1.9,78.3,19,8.9,17.5,45.1,5.1,93.9,0.4,92.4,93.8,92.8,928,790,70,38,13,67,37,12,56,24,5,76,40,15,73,37,12,76,46,22,65,31,9,74,41,15,77,55,26,57,30,13,86,59,29,69,46,23,78,48,19,69,36,12,56.4,22.4,968,18.4,1686.5,801.3,0.9,3.1,11.2,47.5,9.3,27.8,135798,82961,66913,55679,74.3,7.5,15.8,50.7,8.7,29.4,20.8,40.1,14.9,30.7,14.3,63.8,11,2.2,9.6,8.3,5.1,296860,1.521,140243946,10911,118714774,49.2,39.1,11.7,21529172,50357301,0,146096406,116980252,9101,53.5,8.6,6.3,10.2,21.4,62581010,4869,42.4,12.9,8.6,1.6,5.9,0.2,2.3,1,0,25.1,"10,000 to 24,999",Major Suburban,"$272,534 to < $299,260",$1.4272 and over
GARLAND ISD,057909,057 DALLAS,10,B,70,55848,17.7,51,17.9,1.6,9.1,0.1,2.6,64.9,31.4,8.7,30.2,28.4,8,95.8,1.0,92.6,94.6,94.7,4055,3335,78,50,23,75,48,20,68,36,12,82,51,26,80,53,24,81,57,35,72,41,16,75,44,18,86,63,34,79,48,17,91,74,46,88,76,45,84,56,28,73,43,17,96.9,28,974,21.5,7306.1,3668.2,0.6,2.6,11.6,50.2,7.8,27.1,124566,94570,71680,57487,48.1,7.6,15.2,33.6,11.2,31.6,14.3,16.7,21.5,56.2,5.6,56.5,8.7,6.4,13.2,6.3,9,271670,1.46,619816886,10976,536357173,51.3,36.6,12.2,83459713,184480205,0,734013766,537746941,9523,57.7,6.7,5.9,8.5,21.2,310234003,5494,46.6,11.8,7,2.3,4.7,1,1.5,1.1,0.9,23.2,"50,000 and over",Major Suburban,"$250,173 to < $272,534",$1.4272 and over
GRAND PRAIRIE ISD,057910,057 DALLAS,10,B,40,29137,18,64.9,11.3,0.4,3.3,0.1,2,76.5,30.7,8.9,32.2,28.2,6.3,94.7,1.5,92,93.4,91.4,2153,1847,75,46,20,71,43,16,63,32,10,82,51,25,79,49,20,80,52,30,73,44,18,74,44,18,81,57,29,72,46,24,90,71,43,89,52,28,82,55,27,73,42,17,88,24,953,20,3795.4,1899.9,1.1,3.1,10.8,50.1,9.9,25.1,133400,82371,66236,57718,58.9,7.7,15.3,48.8,8.6,22.7,20.7,20.3,24.2,50.8,4.7,76.7,9.1,0.6,3.2,6.7,3.6,191289,1.595,363111903,12407,302043044,58.6,29.8,11.6,61068859,65016398,0,405199747,298481431,10199,54.9,6.3,6.7,9.9,22.2,163735326,5595,43.8,11.4,9.9,2,4,0.8,1,1.1,0.9,25.1,"25,000 to 49,999",Major Suburban,"$164,221 to < $208,918",$1.4272 and over
HIGHLAND PARK ISD,057911,057 DALLAS,10,A,7,6801,0.8,5.6,83,0.3,7.5,0.1,2.7,0,1.3,8.8,1.1,16.1,13,96.6,0.1,99.1,99,99.6,551,526,97,82,53,97,84,53,96,76,41,97,83,55,96,81,48,96,81,66,93,69,38,95,78,47,97,82,51,92,71,37,98,92,76,100,84,79,98,89,61,.,.,.,99.3,94.5,1295,28.3,818.7,440.4,1.5,2.7,17.2,53.8,11.8,13,135258,90946,54769,55557,19.9,8.3,15.4,21.4,13.3,68.4,16.3,1.4,3.2,92.3,3.1,75.4,11.6,0,0.5,1.6,11,2230823,1.203,93988032,13483,69344079,3.4,95.3,1.3,24643953,19044955,0,169656979,68302753,9798,61.3,8.8,4.8,8.9,16.1,41842335,6002,58,15.1,0.1,0.1,0.8,0.8,4.2,0,0,20.8,"5,000 to 9,999",Major Suburban,"$786,525 and over",$1.1701 to under $1.3050
IRVING ISD,057912,057 DALLAS,10,B,37,33392,12.5,72.1,9,1.8,3.4,0.2,1,74.7,41,8.1,43.1,29.3,13.2,96,0.9,93.7,96.8,95.9,2161,1844,73,42,16,67,38,12,60,29,9,81,48,23,79,48,16,75,45,23,70,38,14,72,41,15,76,48,23,71,38,16,89,70,40,75,47,23,78,53,24,71,39,15,99.9,19.5,935,16.6,4027.1,2220.8,2,2.9,11.6,55.1,11.6,16.8,93285,85255,66762,58644,55.2,8.3,15,44.4,8.9,30.2,20.5,15.5,28,51.5,5,64.9,8.5,0.9,5.3,5.7,14.8,304926,1.431,397159297,11715,366109427,43.9,44.5,11.6,31049870,101102211,0,388088453,331799539,9787,59.3,5.2,6,8.4,21,196904261,5808,38.2,12,13.9,1.9,4.3,6.7,1.3,1.2,0.2,20.4,"25,000 to 49,999",Major Suburban,"$299,260 to < $316,695",$1.4272 and over
LANCASTER ISD,057913,057 DALLAS,10,B,10,7344,76.1,19.8,1.6,0.4,0.2,0.1,1.8,88.1,7.6,8.3,7.3,31.9,8.5,96.1,0.1,98.9,99.8,99.2,479,441,78,45,17,72,42,14,64,30,9,84,50,22,84,52,16,84,52,22,77,44,15,79,50,21,76,53,27,90,61,33,96,75,71,91,73,73,86,55,22,77,44,16,100,4.2,900,15.4,914.8,434,1,3.3,10.9,47.4,10.4,27.1,138317,79499,68372,57571,86.6,8,16.9,35.1,11.0,44.8,22.5,80.1,5,13.8,1.2,66.7,9.2,6.5,3.3,6.7,7.6,273590,1.54,86453089,11738,69650261,50.3,37.1,12.6,16802828,12169248,0,96720930,72099197,9789,49.5,10.2,6.1,11.6,22.7,35711186,4849,38.1,11.6,9,1.1,2.7,0.2,2.5,2.5,2.8,29.7,"5,000 to 9,999",Major Suburban,"$272,534 to < $299,260",$1.4272 and over
MESQUITE ISD,057914,057 DALLAS,10,B,49,40278,24.6,58.1,13,0.8,1.4,0.1,2,78,26.6,10.6,25.9,28.3,6,96.3,1.4,91.3,92.2,93,2740,2252,74,43,17,69,40,12,62,30,9,80,47,20,82,52,21,74,45,24,67,35,12,75,45,17,79,54,24,78,49,24,88,69,36,68,34,8,74,47,19,72,41,15,59.4,29.2,1005,18.8,5207.1,2625.5,0.9,2.7,10.6,50.4,9.6,25.8,111724,83101,65673,57833,42.8,7.7,15.3,41.2,9.7,46.9,16.3,15.7,19,62.2,3.1,62.1,8.9,5.5,12.4,5.2,6,164151,1.46,455474222,11128,388215703,64.6,24.4,11.1,67258519,108435968,0,561761043,367507483,8978,60.3,6.2,5.2,10,18.3,221593785,5414,46.5,13.2,8.7,2.1,3.7,0.8,2,1.1,0.4,21.6,"25,000 to 49,999",Major Suburban,"$123,158 to < $164,221",$1.4272 and over
RICHARDSON ISD,057916,057 DALLAS,10,B,55,38985,22.1,37.8,29.8,0.3,7,0.1,2.9,55.7,26.7,11.7,26.6,27.4,9.9,95.3,2.4,89.8,92.6,93.8,2268,1822,80,54,29,77,52,26,67,38,15,83,57,32,84,60,31,85,63,42,72,42,17,73,42,17,93,77,50,72,48,22,85,64,38,72,46,30,85,63,37,72,41,16,94.2,42.5,1138,20.1,5182.8,2662.1,1.5,2.6,13.1,51.4,6.7,24.7,107795,88153,66556,56502,41.8,7.5,14.6,40.4,10.2,22.8,16.8,9.9,14.9,70.6,4.7,71.1,9.3,3.8,10.4,3.7,1.7,509519,1.39,428326436,10926,353478966,23.2,66.2,10.6,74847470,80476033,0,513973820,352690210,8996,61,5.7,6.4,7.8,19.1,215108858,5487,49.2,13.6,11.2,1.4,2.8,0.8,1.2,1.5,0,18.4,"25,000 to 49,999",Major Suburban,"$484,748 to < $525,460",$1.3050 to under $1.4272
SUNNYVALE ISD,057919,057 DALLAS,10,A,3,1880,10.1,11.5,52,0.1,22.9,0.1,3.4,15.2,4.9,9.8,4.7,28.7,10.3,97.2,0.2,99.2,99.2,100,125,121,91,72,41,90,71,41,88,64,27,92,70,39,95,77,45,94,76,57,81,54,24,84,60,28,93,73,41,-1,-1,-1,96,82,55,-1,-1,-1,91,70,34,73,42,14,88.8,69.4,1142,23.8,226.4,124.4,2.7,2.7,11,55,8.6,20,92202,79382,55908,56866,14.9,8.3,15.1,23.5,12.6,43.8,14.1,1.6,4,87.9,6.5,66.4,14.6,4.1,0.1,4.8,10,551981,1.52,21905738,12123,16397724,19.3,76.8,3.9,5508014,3103349,0,34071548,16451448,9104,62.7,5,5,7.9,19.4,10310543,5706,56.7,9.2,1.8,0.3,5.3,0.3,4.5,1.5,0.6,19.9,"1,600 to 2,999",Non-metropolitan Fast Growing,"$525,460 to < $606,813",$1.4272 and over
COPPELL ISD,057922,057 DALLAS,10,A,16,12857,4.3,13.4,29.2,0.3,49.8,0.1,2.9,10,12.1,6.6,13.8,24.6,15.6,96.8,0.1,98.6,99.8,99.7,881,860,94,80,54,93,79,49,89,70,39,95,82,61,94,80,53,96,83,64,83,54,23,85,62,31,93,76,44,94,69,43,97,90,68,89,89,61,92,71,41,80,53,25,100,76.8,1288,25.5,1319.8,792.1,1.6,3.3,12.9,60,8.2,14,121123,87636,69726,59319,20.5,9.7,16.2,35.8,10.7,27.3,12.8,2.7,7.3,83.1,6.9,54,9.2,0.4,5.2,4.1,27.2,806463,1.478,142022200,11292,107757523,6.6,90.1,3.3,34264677,57291256,0,209116001,110291038,8769,58.6,7.5,5.5,8.1,20.3,64581130,5135,53.6,11.8,1.5,0.8,2.4,1.2,2.1,3.8,0.5,22.3,"10,000 to 24,999",Major Suburban,"$786,525 and over",$1.4272 and over
DAWSON ISD,058902,058 DAWSON,17,C,1,108,0,67.6,28.7,0,0,0,3.7,63.9,9.3,6.5,9.3,3.7,5.6,95.5,0.0,100,100,100,6,6,58,25,6,58,31,9,29,6,0,56,18,2,87,40,7,-1,-1,-1,.,.,.,58,22,3,61,43,18,.,.,.,.,.,.,.,.,.,40,0,0,61,25,5,100,55.6,1043,22.6,21.3,10.2,2.3,2.6,1.4,47.7,9.4,36.6,92000,88336,60177,48946,31.9,5.1,10.6,24.6,18.5,9.9,62.2,0,9.9,90.1,0,98,1.3,0,0,0,0.7,724832,1.04,2030134,15737,1961815,31.5,62.2,6.3,68319,354844,0,2279964,2148497,16655,51.3,10.4,5.6,16.9,15.8,1101516,8539,44.7,3.5,6.8,0.5,4.6,0.2,3,0.4,0,36.3,Under 500,Rural,"$639,298 to < $741,925",Under $1.1701
KLONDIKE ISD,058905,058 DAWSON,17,A,1,260,1.5,31.2,65.4,0.8,0.4,0,0.8,32.3,6.2,3.8,6.2,27.7,7.3,97.4,0.0,100,100,100,16,9,96,83,55,98,81,51,94,67,42,98,92,68,94,80,52,83,75,42,100,100,71,95,75,41,97,86,63,.,.,.,.,.,.,.,.,.,-1,-1,-1,93,79,51,100,72.2,-1,24.9,43.7,23.9,2.3,2.3,0.3,54.6,11.2,29.3,123393,68000,55519,51207,26.9,5.9,10.9,16.7,15.3,37.2,13.6,0,4.2,95.8,0,83.7,3.6,4.2,0,8.5,0,2630587,1.17,6833181,27777,4450718,11.5,83.8,4.8,2382463,5576443,0,5121758,3566565,14498,47.1,14.9,2.8,14.3,20.9,1680811,6833,37.2,2.6,7.4,0.3,5.5,0.3,5,0.7,0.6,40.4,Under 500,Rural,"$786,525 and over",$1.1701 to under $1.3050
LAMESA ISD,058906,058 DAWSON,17,B,5,1879,3.6,82.9,12.4,0.2,0.8,0,0.2,75.6,5.6,11.4,5.2,33.7,7.9,94.3,0.5,96.1,100,99.1,143,116,60,30,11,57,29,8,45,16,3,66,35,17,60,35,11,61,25,7,64,35,8,57,27,9,72,49,24,-1,-1,-1,100,57,39,.,.,.,100,40,20,54,24,8,25.2,13.9,-1,18.5,305.6,121.7,1.3,3.4,5.2,39.8,17,33.3,111179,73215,57109,47356,58.7,6.1,15.4,41.3,11.3,8.2,32.9,3.3,36.4,58.7,1.6,71.1,10.1,7.3,0.9,7.3,3.4,205952,1.17,23880676,12457,22969978,57.6,28.4,14,910698,14165510,0,21605162,20413738,10649,50.3,9.4,6.1,13.2,21.1,10268193,5356,35.3,9.6,17.1,0.6,3.4,0.3,3.2,0.8,0,29.7,"1,600 to 2,999",Non-metropolitan Stable,"$164,221 to < $208,918",Under $1.1701
SANDS CISD,058909,058 DAWSON,17,A,1,252,1.2,40.9,55.2,1.6,0.8,0,0.4,54.8,13.9,6.7,13.9,26.6,8.7,96.5,0.0,93.8,100,100,16,15,86,61,30,87,57,22,71,57,14,85,63,40,92,67,31,91,73,50,100,88,38,79,51,21,90,68,36,100,88,38,-1,-1,-1,.,.,.,-1,-1,-1,79,56,27,43.8,42.9,.,21,38.2,19.7,2.6,5.2,2.4,51.7,12.3,25.8,103175,76515,52701,46855,17.9,6.6,12.8,9.8,16.1,0,10.1,5.1,4.9,88.8,1.2,75.5,8.2,7.7,0,8.6,0,2200776,1.207,4218033,17287,3319212,6.3,85.3,8.3,898821,3998308,0,4154088,3188296,13067,46.2,11.4,3.9,16.1,22.4,1474080,6041,30,7.4,10.5,0.3,3.4,0.2,5.5,0.8,1.1,40.8,Under 500,Rural,"$786,525 and over",$1.1701 to under $1.3050
HEREFORD ISD,059901,059 DEAF SMITH,16,B,9,4086,0.6,88.8,9.9,0.2,0.3,0,0.2,81.4,18.4,9.4,17.4,31.1,3.1,95.2,2.6,84.9,95,93.4,238,127,71,38,14,67,35,12,65,35,11,77,43,18,73,38,11,70,36,14,72,48,12,70,35,12,83,58,26,88,50,0,100,92,85,.,.,.,62,27,0,69,35,13,35.3,20.2,1053,19.2,596.5,295.5,1.7,3.4,7.2,49.5,16.3,21.8,95141,71398,55822,48574,53.7,6.8,13.8,35.9,11.7,16.3,16.1,0.7,30.6,67.7,1,69.6,9.5,3.7,8.4,7.4,1.4,290410,1.04,42133825,10090,42133825,45.1,38.5,16.4,0,10636597,0,42970590,38537047,9228,55.1,8.1,6.3,10.8,19.7,21246553,5088,39.4,10.7,14.5,0.9,4.4,0.2,2.5,1.1,0,26.3,"3,000 to 4,999",Other Central City Suburban,"$272,534 to < $299,260",Under $1.1701
WALCOTT ISD,059902,059 DEAF SMITH,16,C,1,146,0,84.9,15.1,0,0,0,0,61,11,11,8.9,0,1.4,96.2,.,.,.,.,.,.,87,42,11,83,35,8,88,53,6,90,54,17,84,16,0,.,.,.,.,.,.,85,41,9,96,48,20,.,.,.,.,.,.,.,.,.,.,.,.,80,33,7,.,.,.,.,22.4,9.9,4.9,0.5,8.7,44.2,27.5,14.3,80049,80000,24750,51284,44.4,6.5,14.8,10.1,15.5,8.9,10.1,0,0,89.9,10.1,69.6,20.2,10.1,0,0,0,377405,0.94,2289874,18319,2058981,56.6,36.7,6.7,230893,646374,0,2657582,1837663,14701,55.4,5.4,4.6,15.9,18.8,1017389,8139,34.5,7.3,12.2,1,0,0.3,0,0,2,42.7,Under 500,Rural,"$355,684 to < $378,489",Under $1.1701
COOPER ISD,060902,060 DELTA,08,B,3,809,9.3,13.5,71.1,1,0.6,0.1,4.4,67.7,2.2,10.5,2,28.2,10.5,95.5,0.4,95.4,98.1,96.3,64,52,75,46,19,75,46,18,65,33,5,74,46,22,79,46,15,82,57,35,51,27,6,74,44,19,78,48,20,93,43,7,100,71,57,-1,-1,-1,70,47,25,68,38,16,56.3,22.2,1036,19.9,127,62.6,0.8,6.7,3.1,49.2,15.7,24.4,128000,69004,53547,45341,12.2,6.4,12.9,33.6,13.7,14.4,27.6,4.8,3.2,92,0,71.8,5.7,4.8,0.1,12.1,5.6,216726,1.47,10229926,12460,9382837,62.7,26.4,10.9,847089,1452188,0,9593498,8247830,10046,55.6,8.5,5.6,9.8,20.5,4588353,5589,38.6,4.4,11.5,0.1,7.4,0.4,3.8,2.5,0,31.4,500 to 999,Rural,"$208,918 to < $250,173",$1.4272 and over
FANNINDEL ISD,060914,060 DELTA,08,B,2,168,32.7,8.3,51.8,0,3,0,4.2,88.1,3.6,16.1,3.6,24.4,3.6,95.7,0.0,92.9,100,93.8,13,8,61,34,12,60,36,10,74,53,5,64,29,14,58,33,13,50,25,25,43,22,10,62,23,23,72,41,14,.,.,.,.,.,.,.,.,.,70,50,0,60,35,11,46.2,0,.,17.2,39.5,17.5,3.8,5.1,4.4,44.3,14.8,27.6,66920,71050,47512,43082,13.7,4.3,9.6,37.1,15.7,22.9,25.8,5.7,0,94.3,0,81,5.7,1.6,0,11.7,0,308715,1.26,2607142,14984,2488071,55,31.6,13.4,119071,525711,0,2460838,2194409,12612,48,9.8,9.7,9.1,23.4,1053296,6053,34.1,6.1,15.7,0.1,8.1,0.1,3.3,0.6,0.4,31.5,Under 500,Rural,"$299,260 to < $316,695",$1.1701 to under $1.3050
NORTH TEXAS COLLEGIATE ACADEMY,061802,061 DENTON,11,D,3,556,20.1,51.1,23.6,0.4,0.7,0.2,4,85.4,35.4,9.9,34.5,0,0,95.2,.,.,.,.,.,.,65,28,9,69,32,9,47,18,7,68,30,10,56,16,3,84,41,16,65,34,12,63,25,7,81,32,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,15,5,64,27,8,-2,-1,-1,.,58,41.3,6.9,3.5,1.7,71.1,6.5,10.3,60831,69388,86668,46050,29.3,9.6,13.5,72.9,5.1,21.7,42.6,24.1,0,71,4.8,77.4,9.3,13.3,0,0,0,0,0,4839319,9508,4839319,86.2,3.4,10.4,0,0,29414,4461372,4340178,8527,55,7.5,8.7,15.1,13.7,2388171,4692,49.1,8.4,8.4,1,0,0,0.4,0,0,32.7,500 to 999,Charters,Non-taxing entities,Non-taxing entities
LEADERSHIP PREP SCHOOL,061804,061 DENTON,10,A,2,1242,9.7,24.2,31.6,0.7,30.7,0,3.2,3.4,6,7.6,5.8,22.1,9.2,96.2,0.5,.,.,.,.,.,91,66,35,91,71,40,92,65,31,92,63,35,89,64,27,81,53,33,88,57,27,85,56,25,92,63,29,100,69,38,97,82,57,.,.,.,94,68,35,78,46,21,-2,-1,-1,.,100.2,69.7,4.9,3.4,5.3,69.5,6.9,9.9,80612,68014,52028,52191,19.9,12.4,17.8,39.4,9.1,30.6,15,6.2,9.7,79.4,4.6,82.4,7.9,0.3,0,4.1,5.3,0,0,9263899,8429,9263899,94.6,4.5,0.9,0,0,1382808,8987963,8106806,7377,57.4,8.4,4.3,23,7,4653318,4234,56.5,6.9,1.5,0.5,1.9,0.3,0.8,0,0,31.6,"1,000 to 1,599",Charters,Non-taxing entities,Non-taxing entities
TRIVIUM ACADEMY,061805,061 DENTON,11,B,1,593,5.2,17.7,54.6,0.3,16.9,0.7,4.6,2.9,3.5,7.4,3.2,0,15.2,96.4,.,.,.,.,.,.,86,59,34,88,62,37,85,56,25,88,64,38,86,49,22,67,28,18,57,18,5,76,51,26,90,63,36,-1,-1,-1,92,73,47,100,71,14,93,59,36,97,79,30,.,.,.,.,55.5,45.2,3.6,2.1,5,81.5,0,7.7,63500,71635,58893,52068,15,10.7,13.1,57.5,7.7,37.6,27.1,8.8,4.4,81.6,5.2,93.4,6.6,0,0,0,0,0,0,4905729,9398,4905729,84.4,5,10.7,0,0,327197,4550428,4550428,8717,64.9,7.2,4.9,16.1,6.9,2951187,5654,64.1,6.2,0,0.1,0,3.6,0.3,0,0,25.7,500 to 999,Charters,Non-taxing entities,Non-taxing entities
DENTON ISD,061901,061 DENTON,11,B,41,29952,16.5,31.1,46.7,0.6,3.4,0.2,1.4,45.5,14.8,11,14.7,30.4,10.9,96,0.3,96.1,96.6,97.5,1835,1637,81,54,26,78,52,24,74,44,17,85,55,29,84,58,27,82,56,34,71,40,15,75,43,18,88,65,34,78,50,20,92,74,47,82,61,29,81,52,28,71,39,15,63.5,53.6,1104,22.5,3871.3,2241.7,0.6,2.8,13.4,57.9,10,15.2,127279,81909,61015,57037,28.9,7.7,13.4,31.1,11.1,28.1,12.3,8.1,14,74.8,3.2,79.5,7.1,0.9,2.1,4.8,5.6,478985,1.54,367061882,12591,280416043,26.6,66.1,7.3,86645839,70243747,0,407764666,284069996,9744,61.5,5.6,5.2,9,18.7,174661919,5991,45.2,15.9,8.2,0.8,3,1.1,2.1,1.2,0.4,22.1,"25,000 to 49,999",Other Central City,"$456,961 to < $484,748",$1.4272 and over
