DISTNAME,DISTRICT,DZCNTYNM,REGION,DZRATING,DZCAMPUS,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETLEPP,DPETSPEP,DPETBILP,DPETVOCP,DPETGIFP,DA0AT19R,DA0912DR19R,DAGC4X19R,DAGC5X18R,DAGC6X17R,DA0GR19N,DA0GS19N,DDA00A001S20R,DDA00A001220R,DDA00A001320R,DDA00AR01S20R,DDA00AR01220R,DDA00AR01320R,DDA00AW01S20R,DDA00AW01220R,DDA00AW01320R,DDA00AM01S20R,DDA00AM01220R,DDA00AM01320R,DDA00AC01S20R,DDA00AC01220R,DDA00AC01320R,DDA00AS01S20R,DDA00AS01220R,DDA00AS01320R,DDB00A001S20R,DDB00A001220R,DDB00A001320R,DDH00A001S20R,DDH00A001220R,DDH00A001320R,DDW00A001S20R,DDW00A001220R,DDW00A001320R,DDI00A001S20R,DDI00A001220R,DDI00A001320R,DD300A001S20R,DD300A001220R,DD300A001320R,DD400A001S20R,DD400A001220R,DD400A001320R,DD200A001S20R,DD200A001220R,DD200A001320R,DDE00A001S20R,DDE00A001220R,DDE00A001320R,DA0CT19R,DA0CC19R,DA0CSA19R,DA0CAA19R,DPSATOFC,DPSTTOFC,DPSCTOFP,DPSSTOFP,DPSUTOFP,DPSTTOFP,DPSETOFP,DPSXTOFP,DPSCTOSA,DPSSTOSA,DPSUTOSA,DPSTTOSA,DPSAMIFP,DPSAKIDR,DPSTKIDR,DPST05FP,DPSTEXPA,DPSTADFP,DPSTURNR,DPSTBLFP,DPSTHIFP,DPSTWHFP,DPSTINFP,DPSTASFP,DPSTPIFP,DPSTTWFP,DPSTREFP,DPSTSPFP,DPSTCOFP,DPSTBIFP,DPSTVOFP,DPSTGOFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRAOPRT,DPFRASTAP,DZRVLOCP,DPFRAFEDP,DPFRAORVT,DPFUNAB1T,DPFUNA4T,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAHSAP,DPFPREKP,DPFPAOTHP,DISTSIZE,COMMTYPE,PROPWLTH,TAXRATE
PRINCETON ISD,043911,043 COLLIN,10,Not Rated: Declared State of Disaster,9,5414,11.4,45.6,37.2,0.5,1.6,0.1,3.5,60.2,18.2,12.4,16,27.4,5.3,95.8,1.0,92.8,93.8,95,277,268,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,52.3,35.9,1052,20.4,701.7,361.5,1.4,3.3,6.6,51.5,10.6,26.5,118626,80388,68751,57304,23.9,7.7,15,40.9,10.0,23.5,19.6,4.1,10.8,81.5,0.8,1.4,0.3,1.1,74.1,6.3,3.5,6,5.6,4.6,195225,1.62,59736269,12271,50506942,59,32.9,8.2,9229327,11847381,0,102552532,44093421,9058,60.9,5.4,5.9,8.9,18.9,26829355,5511,51.5,9.3,7.8,1.2,4.1,0.2,2.7,1,0,22.5,"5,000 to 9,999",Non-metropolitan Fast Growing,"$178,741 to < $225,013",$1.4301 and over
PROSPER ISD,043912,043 COLLIN,10,Not Rated: Declared State of Disaster,15,16789,9,13.2,58.3,0.3,11.8,0.1,7.4,7.6,5.7,9.9,6.4,28.3,10.2,96.3,0.1,99.1,99.8,99.4,681,633,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,78.4,63.5,1154,23.9,1782.5,1064.6,0.9,2.4,11.4,59.7,7.7,17.9,141763,83583,70406,59904,17.5,9.4,15.8,28.9,10.5,31.2,12.5,4.9,6.3,86.3,0.5,0.8,0.3,0.9,82,8.9,2.8,0.9,3.5,2,455503,1.67,186622916,13062,144407500,23.2,74.7,2.2,42215416,35327230,0,446080957,130428042,9129,62,5.8,4.6,8.6,19,80862241,5660,57.4,9.5,1,1.7,3.2,1.4,2.1,1,0.1,22.6,"10,000 to 24,999",Other Central City Suburban,"$450,515 to < $472,586",$1.4301 and over
WYLIE ISD,043914,043 COLLIN,10,Not Rated: Declared State of Disaster,21,17162,14.8,22.5,46.6,0.4,11.1,0.2,4.4,27.9,13,11.4,14.8,22.9,12.5,96.6,0.2,99,98.4,98.6,1166,1000,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,92.4,50.5,1071,24.1,2103.3,1080.1,0.7,3,9.1,51.4,12.1,23.8,139769,88104,72628,61989,25.5,8.2,15.9,29.3,11.5,29.9,10.7,4,9,83.7,0.6,1.5,0.1,1.1,79.3,7.9,2.3,1.1,4,5.4,339551,1.64,186793540,11349,155633778,41,53.2,5.8,31159762,49290702,0,186024628,148402074,9016,59.9,6.9,5.4,9.4,18.4,88863436,5399,52.4,12.2,3.4,0.7,3.3,0.8,2.4,1.2,0,23.7,"10,000 to 24,999",Other Central City Suburban,"$337,807 to < $360,988",$1.4301 and over
BLUE RIDGE ISD,043917,043 COLLIN,10,Not Rated: Declared State of Disaster,3,919,0.3,29.5,65,0.4,0.1,0,4.7,52.3,9.5,12.1,9.5,28.5,6.3,95.9,0.8,98.2,100,93,57,47,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,49.1,46.4,1085,19.1,118.2,64.1,2.5,3.9,3.5,54.3,8.7,27.2,98978,87233,63944,54993,4.6,7.8,14.3,23,12.3,22.2,27.4,1.6,0,98.4,0,0,0,0,79,7.4,0.4,1.8,7.8,3.5,242354,1.571,11205278,13152,9974206,61.7,33.1,5.2,1231072,2998956,0,10166558,8200410,9625,56.2,6.1,6.9,11.5,19.3,4612137,5413,51.4,6.2,6,1.1,5,0.4,4.4,0.8,0.4,24.4,500 to 999,Non-metropolitan Fast Growing,"$225,013 to < $266,163",$1.4301 and over
COMMUNITY ISD,043918,043 COLLIN,10,Not Rated: Declared State of Disaster,5,2553,6.9,36.4,51.7,0.4,1.5,0.1,3,48.4,19.5,12.1,20,29.6,7.1,95.5,0.0,98.5,99.2,99.3,127,119,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,96.9,28.5,984,21,327.8,171,1.8,3.4,9,52.2,5.6,28,115250,82439,66173,55510,25.9,7.8,14.9,61.5,7.0,18.6,24.8,4.7,12.7,76.8,2.9,0.6,0,2.3,72.1,15.9,0,2.9,8.3,0.8,331246,1.67,28953929,12140,24214259,45.4,48.6,6,4739670,13925932,0,45921407,23262839,9754,52.5,9.5,5.4,10.5,22,12221257,5124,43.2,10.7,3.2,4.5,3.6,0.4,3.2,1.1,0.3,29.7,"1,600 to 2,999",Other Central City Suburban,"$317,442 to < $337,807",$1.4301 and over
LOVEJOY ISD,043919,043 COLLIN,10,Not Rated: Declared State of Disaster,6,4350,3.1,8.6,74.6,0.7,8.2,0,4.7,3.3,0.9,8.7,0.8,33.9,19.7,96.3,0.0,99.4,99.7,99.7,338,223,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,96.2,84.3,1224,25.6,614.7,292.8,1.5,3,11.2,47.6,6.5,30.3,160903,93063,73863,58959,17.8,7.1,14.9,29.5,12.0,32.3,16.8,1.3,5.1,90.9,0.3,1.7,0,0.7,74.9,8.9,1.5,0,4.9,9.7,557343,1.67,60445062,14186,46986681,16.5,80.2,3.3,13458381,8176250,0,68962521,48721094,11434,50.6,6.5,5.6,10.1,27.1,24648727,5785,44.6,11.9,2.9,0,3.3,4.3,3,0.8,0,29.2,"3,000 to 4,999",Non-metropolitan Stable,"$530,196 to < $559,445",$1.4301 and over
WELLINGTON ISD,044902,044 COLLINGSWORTH,16,Not Rated: Declared State of Disaster,3,570,2.8,48.1,47.2,0,0,0,1.9,64.4,8.4,11.4,8.4,24.2,2.1,97.2,1.2,92.7,97,100,37,36,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,83.8,25.8,.,19.2,104.4,57.5,1.9,1.9,3.8,55.1,14.4,22.9,93703,69500,62084,50957,20.1,5.5,9.9,17.4,14.9,13,11,0,3.5,96.5,0,0,0,0,79.9,10.4,3.5,0.2,5.9,0,300027,1.04,7109699,12133,7086815,61.7,27.9,10.5,22884,3796056,0,7091722,6881549,11743,52.7,9.6,5.5,14.4,17.8,3628714,6192,40,7.3,9.9,0.5,3.8,0.1,5.3,0.7,1.9,30.5,500 to 999,Rural,"$288,727 to < $317,442",Under $1.1701
COLUMBUS ISD,045902,045 COLORADO,03,Not Rated: Declared State of Disaster,4,1532,10.6,46.9,39.6,0.1,0.8,0,2.2,61.2,14.5,13.6,14.5,30.3,2.6,95.5,1.2,94.1,95.3,96,118,84,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,45.8,33.3,1020,20.1,224.4,120.7,2.2,2.3,6.7,53.8,12.9,22.1,93844,73470,56799,50763,21.3,6.8,12.7,28.7,12.8,20.7,9.7,5.5,4.1,90.4,0,0,0,0,81.6,6,5.4,0,7,0,706835,1.15,17702369,11585,16417345,13,73.9,13.1,1285024,9170962,0,16712557,15167669,9926,57.7,6.5,6.8,9.3,19.7,8751478,5727,37.8,17.3,8.6,0.8,4.2,0.3,4.8,1,2.3,22.9,"1,000 to 1,599",Non-metropolitan Stable,"$697,496 to < $814,022",Under $1.1701
RICE CISD,045903,045 COLORADO,03,Not Rated: Declared State of Disaster,7,1339,15.9,60,22,0.1,0.7,0,1.4,79.3,10.5,11.3,10.5,23.3,3.8,94.2,1.8,79.3,79.6,89.2,97,97,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,85.6,12,1033,17.1,218.3,109.3,1.4,3.9,3.4,50.1,14,27.2,104078,84705,71247,53473,33.9,6.1,12.3,28.2,13.0,17.8,19,7.3,11,80.8,0.9,0,0,0,83.1,9.4,0,0,6.5,1,560717,1.29,17616459,12701,15534743,27.1,58,15,2081716,3500000,0,21272411,15512123,11184,56.2,4.7,7.5,12.1,19.6,8713815,6282,34.3,6.2,20.7,0.8,3.6,0.1,3.3,0.4,2.1,28.5,"1,000 to 1,599",Non-metropolitan Stable,"$559,445 to < $636,179",$1.1701 to under $1.3141
WEIMAR ISD,045905,045 COLORADO,03,Not Rated: Declared State of Disaster,3,676,10.4,43.8,43.5,0.4,0,0,1.9,54.4,18.6,11.7,18.6,28.8,5.5,97,0.0,96,96,100,49,43,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,65.3,25,1006,18.6,112.4,58.6,2.5,2.7,3.7,52.1,17.4,21.7,94980,75513,53011,50882,12.8,6,11.5,24.1,13.6,16.1,17.2,0,4.9,93.4,0,1.7,0,0,72.5,6.8,7.3,0.4,9.1,4,590920,1.26,8629880,12997,7737238,32.4,54.8,12.8,892642,4652866,0,8207667,7275654,10957,58.7,10.1,5,10.4,15.8,4272561,6435,38.5,12.6,8.5,0.9,5.1,0.2,4.3,0.9,1.9,26.9,500 to 999,Rural,"$559,445 to < $636,179",$1.1701 to under $1.3141
TRINITY CHARTER SCHOOL,046802,046 COMAL,20,Not Rated: Declared State of Disaster,10,408,20.3,34.1,43.4,0.5,0,0,1.7,100,3.9,42.2,3.9,20.8,0,-1,.,.,0,-1,.,.,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,.,.,.,.,102.6,52.5,1.9,3.9,15.6,51.2,12.8,14.6,126512,82829,57404,50488,23.6,4,7.8,51.5,9.0,19.1,36,12.3,1.2,84.6,0,1.9,0,0,94.6,0.3,0,0,5.1,0,0,0,8771665,19580,8771665,84.5,6.6,8.9,0,0,746456,8731243,8723428,19472,64.2,10.6,10.2,6.1,8.9,5602113,12505,20,41.9,20.5,0.4,1.5,0,0,0.8,0,14.9,Under 500,Charters,Non-taxing entities,Non-taxing entities
NEW BRAUNFELS ISD,046901,046 COMAL,13,Not Rated: Declared State of Disaster,15,9521,1.8,47.5,46.4,0.3,1,0,2.9,37.6,9.1,9.9,8.9,22.6,7.9,95.7,1.3,95.8,96.6,96.2,594,560,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,54.9,55.8,1106,23.5,1168.9,551.6,1,3.3,8.9,47.2,11.2,28.5,125985,80528,67177,57054,35.4,8.1,17.3,22.8,12.8,22.2,12.9,0.9,19.9,77.8,0.2,0.9,0.2,0.2,76.2,7.1,1.6,0.9,4.2,10.1,515871,1.366,97565468,10710,80497034,18.9,72,9.1,17068434,40142153,0,104861185,75321454,8268,54.8,6.4,7,10.9,20.9,41291871,4533,49.3,9.1,5.7,0.4,3.5,0.2,1.8,1.1,2.6,26.3,"5,000 to 9,999",Other Central City,"$483,611 to < $530,196",$1.3141 to under $1.4301
COMAL ISD,046902,046 COMAL,20,Not Rated: Declared State of Disaster,32,25011,2.5,40.1,52.1,0.2,1.4,0.1,3.6,30,5.4,11.9,6,30.7,11.5,95.8,0.3,98,97.6,97.8,1603,1337,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,96.9,45.1,1047,23.4,2939.5,1574.9,1.5,2.8,10.7,53.6,10.7,20.8,85769,76882,64401,55996,27,8.5,15.9,27,11.9,24.4,14.5,1.3,17.7,78.9,0.1,0.3,0.1,1.5,76.1,10.3,0.8,0.4,5,7.4,670395,1.39,266126496,11154,209357930,9.5,82.9,7.6,56768566,67057090,0,336385543,209508583,8781,56.4,7,4.8,10.2,21.6,118085403,4949,50.3,11.4,3.2,0.3,2.5,0.8,2.9,1.3,0.4,27,"25,000 to 49,999",Major Suburban,"$636,179 to < $697,496",$1.3141 to under $1.4301
COMANCHE ISD,047901,047 COMANCHE,14,Not Rated: Declared State of Disaster,4,1389,0.6,51,45.7,0.5,0.3,0,1.8,69.4,14.8,11.5,14.8,26.9,5.1,96.2,0.0,98.6,100,100,71,64,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,64.8,41.3,1102,20.7,224.8,109,0.4,2.2,4.6,48.5,17.3,27,119050,79450,56605,48659,30,6.2,12.7,24.3,13.7,15.3,17,0,13.8,85.3,0.9,0,0,0,65.2,8,8.4,6.2,6.8,5.4,260664,1.25,16385183,12479,15971750,53.7,34.1,12.2,413433,6053925,0,14457496,12808884,9755,60.9,4.3,4.1,11.4,19.3,7793966,5936,41.6,6.4,13.5,1,3.9,0.2,4.7,2.2,0.3,26.4,"1,000 to 1,599",Non-metropolitan Stable,"$225,013 to < $266,163",$1.1701 to under $1.3141
DE LEON ISD,047902,047 COMANCHE,14,Not Rated: Declared State of Disaster,3,744,0.7,34.7,62.8,0,0.4,0,1.5,61.6,5.6,9.5,5.6,35.5,6,96.5,0.0,100,97.8,100,37,33,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,73,25.9,-1,20,113.6,56,0.9,2.7,3.5,49.3,17.2,26.5,100000,79378,66015,50555,17.6,6.5,13.3,42.9,9.8,10.2,18.4,1.8,7.1,89.3,0,1.8,0,0,80.7,2.7,5.1,1.8,9.7,0,271994,1.235,12216314,16509,9554487,49.8,32.6,17.6,2661827,3063196,0,11275611,7635451,10318,52.9,11.2,5.6,10.6,19.7,4041045,5461,31,20.8,9.6,0.2,6.2,0.4,3,0.8,1.7,26.4,500 to 999,Rural,"$266,163 to < $288,727",$1.1701 to under $1.3141
GUSTINE ISD,047903,047 COMANCHE,14,Not Rated: Declared State of Disaster,1,154,0.6,63,35.1,0,0,0,1.3,75.3,32.5,10.4,31.2,45.5,1.9,95.8,0.0,100,-1,100,8,8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,37.5,-1,-1,-1,38.7,17.1,2.6,2.6,3.6,44.1,16.2,30.8,114520,87000,53655,43015,18.1,4,9,64.9,6.4,17.6,34.1,0,0,100,0,0,0,0,83,5.6,2,0,9.5,0,413139,1.244,2956105,20247,2394336,46.4,39.1,14.5,561769,572882,0,2447943,2284577,15648,43,13.5,6.5,15.7,21.4,981373,6722,30.7,5.4,9.4,1,4.3,0.1,6.5,0.9,0.9,40.8,Under 500,Rural,"$407,429 to < $450,515",$1.1701 to under $1.3141
SIDNEY ISD,047905,047 COMANCHE,14,Not Rated: Declared State of Disaster,1,146,0,21.9,77.4,0,0,0,0.7,58.2,0,13,0,41.1,5.5,97.2,0.0,100,100,-1,9,7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,33.3,-1,-1,-1,24,13.2,3.7,3.7,0,55.1,12.5,25,70000,67000,.,46702,16.7,6.1,11.1,45.5,12.7,7.6,3.2,0,15.2,77.3,7.6,0,0,0,77,8.5,5.4,0,9.1,0,197816,1.11,1913748,13768,1760042,69.9,21.5,8.6,153706,358427,0,1864695,1642106,11814,55.8,12.7,5.7,11.5,14.4,915415,6586,39.2,5.4,11.5,0,4.1,0.3,4.4,1.8,1.2,32.1,Under 500,Rural,"$178,741 to < $225,013",Under $1.1701
EDEN CISD,048901,048 CONCHO,15,Not Rated: Declared State of Disaster,1,221,0.5,62.4,35.7,0,1.4,0,0,63.8,5.4,20.4,5.4,41.2,1.8,96.2,0.0,100,100,100,9,9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,88.9,25,-1,19.5,40.4,19.5,2.5,5.3,4.9,48.3,12,27,94500,66908,55443,51651,24.3,5.5,11.3,16,15.4,20.8,41.5,0,9.9,90.1,0,0,0,0,82.7,5.5,0,0,11.8,0,626138,1.04,3089789,14239,2985732,40.5,53.3,6.2,104057,807338,0,2929181,2777401,12799,48,13.4,7.6,12.7,18.3,1333183,6144,35.3,6.4,13.1,0.4,6.1,0.2,4.2,0.5,0,33.7,Under 500,Rural,"$559,445 to < $636,179",Under $1.1701
PAINT ROCK ISD,048903,048 CONCHO,15,Not Rated: Declared State of Disaster,5,234,0.4,50,44.4,0,1.7,0,3.4,74.4,5.1,17.1,7.7,27.4,5.1,94.9,0.0,100,100,100,16,16,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100,0,890,-1,42.4,23.8,2.1,2.5,1.9,56.1,14.1,23.4,108000,59673,54540,49930,11.8,5.5,9.8,25.2,17.4,30.6,42.6,0,8.4,91.6,0,0,0,0,72.1,8.4,4.2,0,14.1,1.3,326861,1.43,4863544,20015,3601464,59.1,34.9,6.1,1262080,525873,0,3914393,3293054,13552,45.4,16.1,3.2,13.9,21.4,1495112,6153,33.7,3.5,7.2,0.5,4.9,0.2,5.1,0.5,1.1,43.4,Under 500,Rural,"$317,442 to < $337,807",$1.3141 to under $1.4301
GAINESVILLE ISD,049901,049 COOKE,11,Not Rated: Declared State of Disaster,5,3032,5.8,58.4,30.5,0.4,0.8,0,4,76.6,25.7,9.1,25.2,31.2,4.8,94.9,1.7,91.3,93.6,96.8,196,178,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,41.3,28.4,1027,18.7,403,214,3.2,3.1,11,53.1,9.1,20.5,90717,75404,59450,52553,19.7,7.5,14.2,47.8,9.8,21,27.6,3.3,10.8,82.9,0,1.2,0,1.9,78.8,6.7,0,6.4,5.1,3,319380,1.27,37065856,11696,35760630,45.7,39.9,14.4,1305226,15587879,0,34288366,30267311,9551,54.3,5.4,6.3,8.4,25.7,16434774,5186,41.8,10.7,12.8,1.8,4.2,0.6,3.1,1.2,0,23.9,"3,000 to 4,999",Independent Town,"$317,442 to < $337,807",$1.1701 to under $1.3141
MUENSTER ISD,049902,049 COOKE,11,Not Rated: Declared State of Disaster,2,518,0.4,4.6,90.7,0.4,0.8,0.2,2.9,17,0.8,13.5,0.8,39.8,4.6,97.4,0.0,100,100,100,32,23,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,68.8,54.5,1142,23.2,67.6,43.5,1.5,4.4,8.2,64.3,8.7,12.8,114850,86256,54577,49489,1.5,7.7,11.9,18.7,14.2,5.7,13,0,0,95.4,0,2.3,0,2.3,89.5,2.6,0,0,7.7,0.3,598681,1.395,7801194,15571,6198478,28.7,68.4,2.8,1602716,3010949,0,7904876,6112187,12200,46.3,10.3,4,9.7,29.7,2832072,5653,43.1,6.8,2.2,0,4.2,0.2,19.2,0.8,0.2,23.2,500 to 999,Rural,"$559,445 to < $636,179",$1.3141 to under $1.4301
VALLEY VIEW ISD,049903,049 COOKE,11,Not Rated: Declared State of Disaster,3,877,0.2,31.5,65.6,0.6,0,0.1,2.1,49.1,15.6,11.6,20.9,35,5.4,96.5,0.0,98.3,100,95.6,53,51,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,52.8,42.9,1101,19.8,125.3,59.2,1.7,4.2,7.3,47.2,10.1,29.5,116975,80505,63563,53635,15.5,7,14.8,26.2,15.0,11,10.9,0,4.9,91.8,3.3,0,0,0,79.2,4.4,3.3,3.3,7.3,2.6,294959,1.38,10199132,12113,9347672,56.8,38.2,5,851460,2912322,0,9114149,7794087,9257,51,8.3,6.5,15.8,18.4,3978017,4724,42.4,3.7,6.8,1.2,5,0.3,5.3,0.4,0.5,34.6,500 to 999,Rural,"$288,727 to < $317,442",$1.3141 to under $1.4301
